"Title","ID","Created Date","Updated Date","Owner","Full Name","URL","Image"
,"109e76aa-ed88-4a55-a8c4-9d9df26e7297",2025-02-23T01:16:27Z,2025-02-23T01:17:01Z,"ad83ebe5-12b0-41b6-b02e-2585e255e624","UNIQUE","http://icebarbershop-104320.square.site/","wix:image://v1/ad83eb_63bf00323cbe4386a0091e479458e259~mv2.jpeg/AD341523-E3F2-4BF5-A7DA-CADAD2A38DC2.jpeg#originWidth=5504&originHeight=4128"
,"46ec4f70-ddd8-400f-8d70-b6a6fa916c44",2025-02-05T18:36:53Z,2025-02-21T01:56:00Z,"dba76d69-9c07-4ef9-a9a6-94667f5f8875","AB","https://book.squareup.com/appointments/brga0xukn5pcjr/location/LBJKQRS2E5XFF/services","wix:image://v1/ad83eb_d36522a9685a40a0ba056c00c6b7660d~mv2.jpg/IMG_4724.JPG#originWidth=5504&originHeight=4128"
,"7b761ebd-f387-43c4-bdab-8a98649131f2",2025-02-05T18:36:53Z,2025-02-05T18:36:53Z,"dba76d69-9c07-4ef9-a9a6-94667f5f8875","CHRIS","https://icebarbershop.square.site/","wix:image://v1/dba76d_2743305046af488e821ec1cf73f4e4df~mv2.jpg/A0A08045-A401-43A6-BE98-E76D4B451178.jpg#originWidth=1170&originHeight=2080"
,"84d6bb38-b79d-4454-8d87-4779ed248de8",2025-02-05T18:36:53Z,2025-02-21T01:56:15Z,"dba76d69-9c07-4ef9-a9a6-94667f5f8875","LIAM","https://donnliamm.square.site/","wix:image://v1/ad83eb_b86820cbc5884dca9d4b916ad6e20ae0~mv2.jpg/IMG_4727.JPG#originWidth=5504&originHeight=4128"
,"c178c031-e006-4172-b077-7b23690b9b8c",2025-02-05T18:36:53Z,2025-02-21T02:10:38Z,"dba76d69-9c07-4ef9-a9a6-94667f5f8875","ACE","https://icebarbershop-103612.square.site/","wix:image://v1/ad83eb_15281b00cf1b4af880f1deb6b5f2a88f~mv2.jpg/IMG_4728.JPG#originWidth=5504&originHeight=4128"
